재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기	전기	전전기	
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Borrowings	            차입부채	8,246,747,799,492	7,894,750,342,073	6,992,954,118,015
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_BondsIssued	               사채	7,733,387,443,928	7,022,930,154,399	6,003,092,641,940
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_LoansReceived	               금융기관 차입금(사채 제외)	513,360,355,564	871,820,187,674	989,861,476,075
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DeferredTaxLiabilities	            이연법인세부채	24,500,931,671	20,758,817,899	11,393,935,325
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Liabilities	            부채총계	9,039,849,769,237	8,637,685,770,646	7,663,669,839,049
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_OtherFinancialLiabilities	            기타금융부채	690,346,894,703	634,852,653,728	576,406,130,970
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_OtherNonfinancialLiabilities	            기타부채	75,868,386,037	82,455,312,033	81,209,899,514
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Provisions	            충당부채	371,879,696	581,044,112	616,822,010
 재무상태표, 기타 - 연결	[null]	BNK캐피탈	기타법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan	            순확정급여부채	2,013,877,638	4,287,600,801	1,088,933,215
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_CashAndDuefromBanks	         현금및예치금	2,473,120,000,000	1,621,550,000,000	1,902,775,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_LeasedAssets	         리스자산	477,969,000,000	646,651,000,000	948,428,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_LoansAtAmortisedCost	         상각후원가측정대출채권	56,458,629,000,000	52,123,350,000,000	49,266,405,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	dart_SecuritiesAtAmortisedCost	         상각후원가측정유가증권	2,725,799,000,000	3,206,470,000,000	3,525,113,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_Assets	         자산총계	73,123,844,000,000	66,721,914,000,000	63,403,970,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DeferredTaxAssets	         이연법인세자산	58,119,000,000	33,125,000,000	55,184,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_DerivativeFinancialAssetsHeldForHedging	         위험회피목적파생상품자산	861,000,000	376,000,000	1,410,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome	         기타포괄손익-공정가치측정금융자산	4,475,747,000,000	4,294,742,000,000	3,670,873,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss	         당기손익-공정가치측정금융자산	3,918,901,000,000	2,568,555,000,000	1,864,678,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_IntangibleAssetsAndGoodwill	         무형자산	225,085,000,000	206,710,000,000	196,822,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_InvestmentProperty	         투자부동산	44,528,000,000	45,260,000,000	47,974,000,000
 재무상태표, 기타 - 연결	[175330]	JB금융지주	유가증권시장상장법인	649	기타 금융업	12	2025-12-31	사업보고서	KRW	ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates	         종속기업, 공동기업과 관계기업에 대한 투자자산	342,232,000,000	193,421,000,000	160,793,000,000
